Replicate	Aphid_line	Parasitoid_line	Block	Latitude_wasp	Longitude_wasp	Wasp_host_species	Hamiltonella_host_species	Wasp_genotype	Nymphs_corrected	Dead_wasp	Mummies_amount	Hatching_wasps
1	TR-0191	G392	6	47,30363419	8,75381684	Aphis_fabae_fabae	Aphis_ruborum	1	10	no	6	5
1	TR-0214	G392	6	47,30363419	8,75381684	Aphis_fabae_fabae	Aphis_hederae	1	10	no	0	0
1	TR-0244	G392	6	47,30363419	8,75381684	Aphis_fabae_fabae	Aphis_hederae	1	10	no	0	0
1	TR-0619	G392	6	47,30363419	8,75381684	Aphis_fabae_fabae	Aphis_ruborum	1	10	no	4	1
1	NTR-407	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	none	3	10	no	10	10
1	TR-0016	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	9	no	0	0
2	NTR-407	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	none	3	10	no	4	3
3	NTR-407	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	none	3	10	no	2	2
4	NTR-407	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	none	3	10	no	2	1
5	NTR-407	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	none	3	10	no	2	0
6	NTR-407	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	none	3	10	no	4	4
2	TR-0016	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	8	no	1	1
3	TR-0016	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	9	no	1	0
4	TR-0016	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	11	no	6	0
5	TR-0016	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	9	no	0	0
6	TR-0016	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	11	no	5	4
2	TR-0042	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_fabae_fabae	3	10	no	0	0
3	TR-0042	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_fabae_fabae	3	10	no	0	0
4	TR-0042	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_fabae_fabae	3	10	no	0	0
5	TR-0042	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_fabae_fabae	3	8	yes	0	0
6	TR-0042	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_fabae_fabae	3	11	no	0	0
2	TR-0076	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_fabae_fabae	3	10	no	0	0
3	TR-0076	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_fabae_fabae	3	10	no	0	0
4	TR-0076	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_fabae_fabae	3	10	no	0	0
5	TR-0076	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_fabae_fabae	3	10	no	0	0
6	TR-0076	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_fabae_fabae	3	10	no	0	0
2	TR-0103	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	10	no	3	3
3	TR-0103	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	10	no	8	7
4	TR-0103	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	10	no	7	7
5	TR-0103	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	11	no	4	3
6	TR-0103	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	7	no	3	3
2	TR-0131	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	11	yes	3	3
3	TR-0131	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	10	no	0	0
4	TR-0131	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	10	no	0	0
5	TR-0131	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	10	no	3	3
6	TR-0131	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	10	no	1	0
2	TR-0191	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_ruborum	3	10	no	10	10
3	TR-0191	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_ruborum	3	10	no	4	4
4	TR-0191	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_ruborum	3	10	no	6	6
5	TR-0191	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_ruborum	3	10	no	0	0
6	TR-0191	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_ruborum	3	10	no	5	4
2	TR-0214	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_hederae	3	10	no	8	8
3	TR-0214	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_hederae	3	10	no	3	2
4	TR-0214	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_hederae	3	10	no	0	0
5	TR-0214	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_hederae	3	10	no	7	7
6	TR-0214	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_hederae	3	10	no	0	0
2	TR-0244	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_hederae	3	10	no	0	0
3	TR-0244	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_hederae	3	10	no	0	0
4	TR-0244	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_hederae	3	10	no	0	0
5	TR-0244	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_hederae	3	10	no	1	0
6	TR-0244	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_hederae	3	10	no	1	1
2	TR-0619	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_ruborum	3	10	no	4	3
3	TR-0619	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_ruborum	3	10	no	3	3
4	TR-0619	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_ruborum	3	10	no	2	1
5	TR-0619	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_ruborum	3	10	no	3	3
6	TR-0619	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_ruborum	3	10	no	9	9
1	TR-0042	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_fabae_fabae	3	10	yes	0	0
1	TR-0076	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_fabae_fabae	3	10	no	0	0
1	TR-0103	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	9	no	7	6
1	TR-0131	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_urticata	3	9	no	2	2
1	TR-0191	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_ruborum	3	10	no	0	0
1	TR-0214	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_hederae	3	10	no	8	8
1	TR-0244	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_hederae	3	10	no	0	0
1	TR-0619	S251	6	47,48780249	8,461076913	Aphis_fabae_fabae	Aphis_ruborum	3	10	no	7	7
1	NTR-407	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	none	9	10	no	8	7
1	TR-0016	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	10	no	0	0
2	NTR-407	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	none	9	10	no	6	4
3	NTR-407	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	none	9	10	no	6	3
4	NTR-407	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	none	9	10	no	4	4
5	NTR-407	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	none	9	10	no	6	2
6	NTR-407	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	none	9	10	no	2	1
2	TR-0016	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	8	no	6	4
3	TR-0016	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	10	no	3	3
4	TR-0016	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	11	no	9	7
5	TR-0016	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	10	no	2	2
6	TR-0016	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	11	no	10	8
2	TR-0042	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_fabae_fabae	9	9	no	0	0
3	TR-0042	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	yes	0	0
4	TR-0042	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	yes	0	0
5	TR-0042	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_fabae_fabae	9	8	no	0	0
6	TR-0042	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	0	0
2	TR-0076	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	0	0
3	TR-0076	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	0	0
4	TR-0076	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	0	0
5	TR-0076	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	0	0
6	TR-0076	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	0	0
2	TR-0103	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	8	no	2	0
3	TR-0103	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	10	no	8	8
4	TR-0103	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	10	no	4	4
5	TR-0103	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	11	no	8	8
6	TR-0103	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	10	no	6	5
2	TR-0131	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	10	no	7	5
3	TR-0131	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	8	no	2	1
4	TR-0131	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	10	no	5	5
5	TR-0131	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	10	yes	2	2
6	TR-0131	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	10	yes	4	3
2	TR-0191	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_ruborum	9	10	yes	9	8
3	TR-0191	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	6	4
4	TR-0191	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_ruborum	9	10	yes	0	0
5	TR-0191	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	5	3
6	TR-0191	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	6	6
2	TR-0214	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
3	TR-0214	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
4	TR-0214	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
5	TR-0214	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
6	TR-0214	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
2	TR-0244	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_hederae	9	10	yes	0	0
3	TR-0244	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
4	TR-0244	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_hederae	9	8	no	0	0
5	TR-0244	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
6	TR-0244	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
2	TR-0619	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	8	8
3	TR-0619	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	6	6
4	TR-0619	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	5	5
5	TR-0619	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_ruborum	9	10	yes	0	0
6	TR-0619	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_ruborum	9	10	yes	4	4
1	TR-0042	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	0	0
1	TR-0076	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	0	0
1	TR-0103	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	8	no	4	3
1	TR-0131	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_urticata	9	10	no	8	7
1	TR-0191	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	3	3
1	TR-0214	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
1	TR-0244	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
1	TR-0619	S350	6	47,49225553	8,4510097	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	9	9
1	NTR-407	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	none	10	8	no	5	5
1	TR-0016	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	7	no	2	2
2	NTR-407	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	none	10	11	no	0	0
3	NTR-407	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	none	10	10	no	8	8
4	NTR-407	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	none	10	8	no	3	3
5	NTR-407	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	none	10	9	no	6	6
6	NTR-407	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	none	10	9	no	1	1
2	TR-0016	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	9	no	6	1
3	TR-0016	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	12	no	0	0
4	TR-0016	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	12	no	0	0
5	TR-0016	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	12	no	4	3
6	TR-0016	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	12	no	6	4
2	TR-0042	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_fabae_fabae	10	12	no	0	0
3	TR-0042	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_fabae_fabae	10	12	no	0	0
4	TR-0042	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_fabae_fabae	10	12	no	0	0
5	TR-0042	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_fabae_fabae	10	12	no	0	0
6	TR-0042	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_fabae_fabae	10	8	no	0	0
2	TR-0076	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_fabae_fabae	10	11	no	0	0
3	TR-0076	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_fabae_fabae	10	11	no	0	0
4	TR-0076	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_fabae_fabae	10	8	no	0	0
5	TR-0076	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_fabae_fabae	10	6	no	0	0
6	TR-0076	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_fabae_fabae	10	10	no	0	0
2	TR-0103	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	12	no	0	0
3	TR-0103	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	12	no	5	3
4	TR-0103	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	8	no	5	2
5	TR-0103	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	10	no	0	0
6	TR-0103	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	10	no	0	0
2	TR-0131	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	10	no	0	0
3	TR-0131	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	10	no	1	1
4	TR-0131	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	10	no	3	3
5	TR-0131	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	10	no	0	0
6	TR-0131	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	10	no	5	0
2	TR-0191	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_ruborum	10	10	no	7	6
3	TR-0191	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_ruborum	10	10	no	6	4
4	TR-0191	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_ruborum	10	10	no	0	0
5	TR-0191	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_ruborum	10	10	no	4	2
6	TR-0191	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_ruborum	10	10	yes	0	0
2	TR-0214	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_hederae	10	10	yes	0	0
3	TR-0214	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_hederae	10	10	no	0	0
4	TR-0214	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_hederae	10	9	no	0	0
5	TR-0214	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_hederae	10	10	yes	0	0
6	TR-0214	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_hederae	10	9	no	0	0
2	TR-0244	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_hederae	10	8	no	0	0
3	TR-0244	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_hederae	10	10	no	0	0
4	TR-0244	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_hederae	10	10	no	0	0
5	TR-0244	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_hederae	10	10	no	0	0
6	TR-0244	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_hederae	10	10	no	0	0
2	TR-0619	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_ruborum	10	9	no	6	4
3	TR-0619	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_ruborum	10	10	no	7	7
4	TR-0619	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_ruborum	10	10	no	0	0
5	TR-0619	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_ruborum	10	8	no	0	0
6	TR-0619	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_ruborum	10	10	no	5	5
1	TR-0042	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_fabae_fabae	10	12	no	0	0
1	TR-0076	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_fabae_fabae	10	10	no	0	0
1	TR-0103	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	12	no	8	5
1	TR-0131	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_urticata	10	10	no	2	2
1	TR-0191	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_ruborum	10	10	no	1	1
1	TR-0214	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_hederae	10	10	no	0	0
1	TR-0244	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_hederae	10	11	no	0	0
1	TR-0619	Yp20-002	4	47,40595702	8,54695746	Aphis_hederae	Aphis_ruborum	10	6	no	4	4
1	NTR-407	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	none	2	8	no	0	0
1	TR-0016	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	6	no	4	4
2	NTR-407	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	none	2	9	no	7	6
3	NTR-407	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	none	2	8	no	4	4
4	NTR-407	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	none	2	8	no	3	3
5	NTR-407	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	none	2	7	no	4	4
6	NTR-407	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	none	2	11	no	11	11
2	TR-0016	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	10	no	9	9
3	TR-0016	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	9	no	0	0
4	TR-0016	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	8	no	6	5
5	TR-0016	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	10	no	8	7
6	TR-0016	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	9	no	7	7
2	TR-0042	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_fabae_fabae	2	10	no	0	0
3	TR-0042	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_fabae_fabae	2	10	no	0	0
4	TR-0042	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_fabae_fabae	2	10	no	0	0
5	TR-0042	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_fabae_fabae	2	9	no	0	0
6	TR-0042	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_fabae_fabae	2	11	no	0	0
2	TR-0076	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_fabae_fabae	2	10	no	3	3
3	TR-0076	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_fabae_fabae	2	9	no	0	0
4	TR-0076	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_fabae_fabae	2	8	no	0	0
5	TR-0076	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_fabae_fabae	2	12	no	0	0
6	TR-0076	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_fabae_fabae	2	10	no	0	0
2	TR-0103	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	9	no	5	4
3	TR-0103	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	7	no	3	3
4	TR-0103	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	7	no	4	4
5	TR-0103	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	8	no	5	4
6	TR-0103	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	9	no	1	1
2	TR-0131	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	9	no	5	5
3	TR-0131	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	10	no	7	7
4	TR-0131	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	8	no	2	2
5	TR-0131	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	11	no	6	6
6	TR-0131	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	8	no	8	6
1	TR-0042	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_fabae_fabae	2	10	no	0	0
2	TR-0191	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_ruborum	2	8	no	6	6
3	TR-0191	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_ruborum	2	8	no	3	1
4	TR-0191	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_ruborum	2	7	no	2	2
5	TR-0191	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_ruborum	2	10	no	5	5
6	TR-0191	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_ruborum	2	9	no	8	7
2	TR-0214	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_hederae	2	6	no	0	0
3	TR-0214	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_hederae	2	9	no	1	1
4	TR-0214	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_hederae	2	8	no	6	6
5	TR-0214	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_hederae	2	8	no	5	5
6	TR-0214	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_hederae	2	8	no	5	5
2	TR-0244	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_hederae	2	8	no	0	0
3	TR-0244	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_hederae	2	8	no	2	2
4	TR-0244	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_hederae	2	10	no	4	4
5	TR-0244	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_hederae	2	9	no	0	0
6	TR-0244	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_hederae	2	9	no	0	0
2	TR-0619	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_ruborum	2	11	no	10	10
3	TR-0619	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_ruborum	2	8	no	7	7
4	TR-0619	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_ruborum	2	9	no	9	8
5	TR-0619	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_ruborum	2	9	no	7	7
6	TR-0619	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_ruborum	2	11	no	0	0
1	TR-0076	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_fabae_fabae	2	7	no	0	0
1	TR-0103	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	7	no	5	5
1	TR-0131	Yp20-003	5	47,418552	8,53048	Aphis_fabae_fabae	Aphis_urticata	2	10	no	0	0
